id,Name,years,Remarks
978,Prima Trading Malaysia,2022,listed in securities commision INVESTOR ALERT LIST
979,Potential clone entity – Pelaburan Amanah Malaysia / Pelaburan Saham Malaysia / Pelaburan Amanah Saham Malaysia,2022,listed in securities commision INVESTOR ALERT LIST
980,Potential clone entity – PT Maybank Asset Management / PT Maybank Asset Management (Maybank Am) / PT Maybank Management,2022,listed in securities commision INVESTOR ALERT LIST
981,Potential clone entity – PT Affin Hwang Kapital Asset Management,2022,listed in securities commision INVESTOR ALERT LIST
982,PSMTrade,2022,listed in securities commision INVESTOR ALERT LIST
983,Illegal Investment scheme called – Pelaburan Saham Syariah / Saham Investment Syariah,2022,listed in securities commision INVESTOR ALERT LIST
984,Potential clone entity – Quotex Mastertrade,2022,listed in securities commision INVESTOR ALERT LIST
985,RoboForex,2022,listed in securities commision INVESTOR ALERT LIST
986,Potential clone entity – Robo Trade Program,2022,listed in securities commision INVESTOR ALERT LIST
987,Potential clone entity – RHB Investment Bank Telegram Group,2022,listed in securities commision INVESTOR ALERT LIST
988,Robot AI Trading,2022,listed in securities commision INVESTOR ALERT LIST
989,Raibot Look Easy,2022,listed in securities commision INVESTOR ALERT LIST
990,Real Dirham Trade,2022,listed in securities commision INVESTOR ALERT LIST
991,Saracen Markets,2022,listed in securities commision INVESTOR ALERT LIST
992,Potential clone entity – Scope Markets Ltd,2022,listed in securities commision INVESTOR ALERT LIST
993,StarTrader,2022,listed in securities commision INVESTOR ALERT LIST
994,SMIDA,2022,listed in securities commision INVESTOR ALERT LIST
995,Syariah Saham,2022,listed in securities commision INVESTOR ALERT LIST
996,Saracen Markets,2022,listed in securities commision INVESTOR ALERT LIST
997,Smart Saham,2022,listed in securities commision INVESTOR ALERT LIST
998,Sultan Pelaburan Malaysia,2022,listed in securities commision INVESTOR ALERT LIST
999,Smart Trader Group Global,2022,listed in securities commision INVESTOR ALERT LIST
1000,Smart Blend Remit,2022,listed in securities commision INVESTOR ALERT LIST
1001,Syed Arjuna Binary Telegram Group,2022,listed in securities commision INVESTOR ALERT LIST
1002,Sage Capital Research,2022,listed in securities commision INVESTOR ALERT LIST
1003,Potential clone entity – S.A.M. Trade Genesis Malaysia,2022,listed in securities commision INVESTOR ALERT LIST
1004,SMART Account Real / SMART Trader,2022,listed in securities commision INVESTOR ALERT LIST
1005,Spacex Trade,2022,listed in securities commision INVESTOR ALERT LIST
1006,TMGM,2022,listed in securities commision INVESTOR ALERT LIST
1007,TSI Investment Malaysia / TSI Investment Amanah,2022,listed in securities commision INVESTOR ALERT LIST
1008,Trade Option,2022,listed in securities commision INVESTOR ALERT LIST
1009,Trade Free Income,2022,listed in securities commision INVESTOR ALERT LIST
1010,Trader Team Malaysia / Malaysia Berjaya,2022,listed in securities commision INVESTOR ALERT LIST
1011,TradeFills,2022,listed in securities commision INVESTOR ALERT LIST
1012,The Crypto Public Trade,2022,listed in securities commision INVESTOR ALERT LIST
1013,Tradehall,2022,listed in securities commision INVESTOR ALERT LIST
1014,The Crypto Global Trade,2022,listed in securities commision INVESTOR ALERT LIST
1015,True North Trading Systems,2022,listed in securities commision INVESTOR ALERT LIST
1016,Tradex,2022,listed in securities commision INVESTOR ALERT LIST
1017,TMGM,2022,listed in securities commision INVESTOR ALERT LIST
1018,Traders Fair Malaysia,2022,listed in securities commision INVESTOR ALERT LIST
1019,Tips Aggregator (TA),2022,listed in securities commision INVESTOR ALERT LIST
1020,Trader Crypto Anti / Investrade Asia / Inves Trade Global,2022,listed in securities commision INVESTOR ALERT LIST
1021,Ugo Capital,2022,listed in securities commision INVESTOR ALERT LIST
1022,Uta Market,2022,listed in securities commision INVESTOR ALERT LIST
1023,Violet Asia,2022,listed in securities commision INVESTOR ALERT LIST
1024,VVIP Trader Saham Malaysia,2022,listed in securities commision INVESTOR ALERT LIST
1025,VVIP Traders Malaysia,2022,listed in securities commision INVESTOR ALERT LIST
1026,Potential clone entity – Versa Asia Malaysia,2022,listed in securities commision INVESTOR ALERT LIST
1027,Potential clone entity – Vintage Trade Invest Sdn. Bhd.,2022,listed in securities commision INVESTOR ALERT LIST
1028,Wins Trader Official,2022,listed in securities commision INVESTOR ALERT LIST
1029,Weltrade,2022,listed in securities commision INVESTOR ALERT LIST
1030,Potential clone entity – Wahed Pelaburan Telegram Group / Pelaburan Wahed Investment,2022,listed in securities commision INVESTOR ALERT LIST
1031,Potential clone entity – Wahed Investment,2022,listed in securities commision INVESTOR ALERT LIST
1032,WeTrade,2022,listed in securities commision INVESTOR ALERT LIST
1033,Potential clone entity – Wahed Invest,2022,listed in securities commision INVESTOR ALERT LIST
1034,Worldwide Trading,2022,listed in securities commision INVESTOR ALERT LIST
1035,Potential clone entity – XRP Trading,2022,listed in securities commision INVESTOR ALERT LIST
1036,XPro Markets,2022,listed in securities commision INVESTOR ALERT LIST
1037,Potential clone entity – Exness Malaysia,2022,listed in securities commision INVESTOR ALERT LIST
1038,XM Trading Forex / XM Million Sdn. Bhd. / XM Million Optional,2022,listed in securities commision INVESTOR ALERT LIST
1039,Yunikon FX,2022,listed in securities commision INVESTOR ALERT LIST
1040,Zenfinex,2022,listed in securities commision INVESTOR ALERT LIST
1041,ZFX,2022,listed in securities commision INVESTOR ALERT LIST
1042,360 Trade Hub,2022,listed in securities commision INVESTOR ALERT LIST
1043,Bitfarme,2022,listed in securities commision INVESTOR ALERT LIST
1044,MEXC Global,2022,listed in securities commision INVESTOR ALERT LIST
1045,Huobi Global,2022,listed in securities commision INVESTOR ALERT LIST
1046,SkywardAsset,2022,listed in securities commision INVESTOR ALERT LIST
1047,T-Set,2022,listed in securities commision INVESTOR ALERT LIST
1048,Bitcoin Loophole,2022,listed in securities commision INVESTOR ALERT LIST
1049,Capital Ibra Maslahat Bumiputra Bank Berhad (C-I-M-B),2022,listed in securities commision INVESTOR ALERT LIST
1050,Paxful,2022,listed in securities commision INVESTOR ALERT LIST
1051,Potential clone entity – ASNB (Amanah Saham Nasional Berhad) Telegram Group / ASNB Investment Malaysia,2023,listed in securities commision INVESTOR ALERT LIST
1052,Potential clone entity – Aabedn,2023,listed in securities commision INVESTOR ALERT LIST
1053,Potential clone entity – Ace Investment Bank,2023,listed in securities commision INVESTOR ALERT LIST
1054,Autobot Professional Untung Melabur Malaysia,2023,listed in securities commision INVESTOR ALERT LIST
1055,Potential clone entity – ASNB (Amanah Saham Nasional Berhad) Telegram Group / ASNB Investment Malaysia,2023,listed in securities commision INVESTOR ALERT LIST
1056,Ass Found Finance,2023,listed in securities commision INVESTOR ALERT LIST
1057,Potential clone entity – ARAMCO SAHAM ACADEMY,2023,listed in securities commision INVESTOR ALERT LIST
1058,Potential clone entity – Azure Capital Holdings,2023,listed in securities commision INVESTOR ALERT LIST
1059,Potential clone entity – AJC B,2023,listed in securities commision INVESTOR ALERT LIST
1060,A Telegram group cloning the Securities Commission Malaysia,2023,listed in securities commision INVESTOR ALERT LIST
1061,Potential clone entity – Amara Investments Berhad,2023,listed in securities commision INVESTOR ALERT LIST
1062,Potential clone entity – Angelic Phoenix,2023,listed in securities commision INVESTOR ALERT LIST
1063,Potential clone entity – Areca Sdh Bhd,2023,listed in securities commision INVESTOR ALERT LIST
1064,AETOS,2023,listed in securities commision INVESTOR ALERT LIST
1065,Potential clone entity – Am-Investment,2023,listed in securities commision INVESTOR ALERT LIST
1066,Potential clone entity – Alpine Advisory 162 / Alpine Advisory 135,2023,listed in securities commision INVESTOR ALERT LIST
1067,Potential clone entity – Adwise Capital Trade,2023,listed in securities commision INVESTOR ALERT LIST
1068,Akademi Saham Syariah Malaysia,2023,listed in securities commision INVESTOR ALERT LIST
1069,ABX Trade / ABX Trade Malaysia,2023,listed in securities commision INVESTOR ALERT LIST
1070,Asset2U,2023,listed in securities commision INVESTOR ALERT LIST
1071,Potential clone entity – Assetentu,2023,listed in securities commision INVESTOR ALERT LIST
1072,Potential clone entity – Bursa Malaysia Group,2023,listed in securities commision INVESTOR ALERT LIST
1073,Potential clone entity – Bintang Capital,2023,listed in securities commision INVESTOR ALERT LIST
1074,Berkah Sejati,2023,listed in securities commision INVESTOR ALERT LIST
1075,Potential clone entity – Batu Kawan Bhd,2023,listed in securities commision INVESTOR ALERT LIST
1076,Bitcoin Investment Syariah,2023,listed in securities commision INVESTOR ALERT LIST
1077,Bussines Astro,2023,listed in securities commision INVESTOR ALERT LIST
1078,Potential clone entity – BRB Saham,2023,listed in securities commision INVESTOR ALERT LIST
1079,Potential clone entity – Bursa Malaysia Group,2023,listed in securities commision INVESTOR ALERT LIST
1080,Potential clone entity – Barings Investment Club / Barings,2023,listed in securities commision INVESTOR ALERT LIST
1081,Potential clone entity – Bitcoin MYR / Binance PRO MYR,2023,listed in securities commision INVESTOR ALERT LIST
1082,Potential clone entity – BCORPTRADE,2023,listed in securities commision INVESTOR ALERT LIST
1083,Potential clone entity – BNP Paribas Asset Management – Pelaburan Saham Patuh Syariah,2023,listed in securities commision INVESTOR ALERT LIST
1084,BursaIslamic,2023,listed in securities commision INVESTOR ALERT LIST
1085,Blauth Louis,2023,listed in securities commision INVESTOR ALERT LIST
1086,Blue Water Group,2023,listed in securities commision INVESTOR ALERT LIST
1087,Bitcoin Malaysia,2023,listed in securities commision INVESTOR ALERT LIST
1088,Bold Prime,2023,listed in securities commision INVESTOR ALERT LIST
1089,Cikgu Investment Coin,2023,listed in securities commision INVESTOR ALERT LIST
1090,Cikgu Trader Comunity,2023,listed in securities commision INVESTOR ALERT LIST
1091,CCF Trade,2023,listed in securities commision INVESTOR ALERT LIST
1092,Cikgu Kripto / Six Digit Club,2023,listed in securities commision INVESTOR ALERT LIST
1093,COMONCAP,2023,listed in securities commision INVESTOR ALERT LIST
1094,CWG Markets,2023,listed in securities commision INVESTOR ALERT LIST
1095,Cronoscap Markets,2023,listed in securities commision INVESTOR ALERT LIST
1096,Potential clone entity – Capital Success Leader / Malaysia Trusted Investment,2023,listed in securities commision INVESTOR ALERT LIST
1097,Cikgu Comunity,2023,listed in securities commision INVESTOR ALERT LIST
1098,Carter Terrie,2023,listed in securities commision INVESTOR ALERT LIST
1099,CS Smart Investment Syariah,2023,listed in securities commision INVESTOR ALERT LIST
1100,Potential clone entity – CC Advisory S/B 124,2023,listed in securities commision INVESTOR ALERT LIST
1101,Potential clone entity – Digital Wahed Halal Invest,2023,listed in securities commision INVESTOR ALERT LIST
1102,Dale Friedman,2023,listed in securities commision INVESTOR ALERT LIST
1103,Dupris Thomas,2023,listed in securities commision INVESTOR ALERT LIST
1104,Daio Capital,2023,listed in securities commision INVESTOR ALERT LIST
1105,Potential clone entity – Digital Wahed Halal Invest,2023,listed in securities commision INVESTOR ALERT LIST
1106,Potential clone entity – DDNK Menang Saham,2023,listed in securities commision INVESTOR ALERT LIST
1107,Potential clone entity – EFG International,2023,listed in securities commision INVESTOR ALERT LIST
1108,ExGCOO,2023,listed in securities commision INVESTOR ALERT LIST
1109,Expert Option,2023,listed in securities commision INVESTOR ALERT LIST
1110,Potential clone entity – Etoro Capital Investment Consulting,2023,listed in securities commision INVESTOR ALERT LIST
1111,FXTM Vladimir Potanin,2023,listed in securities commision INVESTOR ALERT LIST
1112,Finance Circle Invest,2023,listed in securities commision INVESTOR ALERT LIST
1113,Potential clone entity – Fira Indicator,2023,listed in securities commision INVESTOR ALERT LIST
1114,Fusion Markets,2023,listed in securities commision INVESTOR ALERT LIST
1115,Potential clone entity – FA Advisory 134 / FA Advisory 393,2023,listed in securities commision INVESTOR ALERT LIST
1116,Fintoch,2023,listed in securities commision INVESTOR ALERT LIST
1117,FX ForexMart,2023,listed in securities commision INVESTOR ALERT LIST
1118,FEP Company,2023,listed in securities commision INVESTOR ALERT LIST
1119,Funda Markets,2023,listed in securities commision INVESTOR ALERT LIST
1120,Gold Beast,2023,listed in securities commision INVESTOR ALERT LIST
1121,Global Trading Academy,2023,listed in securities commision INVESTOR ALERT LIST
1122,Global Pro Bitcoin Malaysia,2023,listed in securities commision INVESTOR ALERT LIST
1123,Grand Capital,2023,listed in securities commision INVESTOR ALERT LIST
1124,Potential clone entity – Grand Capital Investment,2023,listed in securities commision INVESTOR ALERT LIST
1125,General Trading Malaysia,2023,listed in securities commision INVESTOR ALERT LIST
1126,Gold Beast,2023,listed in securities commision INVESTOR ALERT LIST
1127,Global Stock Trading,2023,listed in securities commision INVESTOR ALERT LIST
1128,Potential clone entity – Gold Timber Holdings / GTH Platform,2023,listed in securities commision INVESTOR ALERT LIST
